cartelaId,B1,B2,B3,B4,B5,I1,I2,I3,I4,I5,N1,N2,N3,N4,N5,G1,G2,G3,G4,G5,O1,O2,O3,O4,O5
272,13,3,2,1,14,30,27,26,28,19,37,35,,42,40,46,47,56,50,48,65,64,75,70,68
273,3,9,15,4,10,30,26,25,23,21,38,40,,42,43,50,60,55,46,52,67,74,63,64,75
274,6,2,1,12,14,24,25,16,22,18,37,33,,36,44,49,59,50,52,58,65,71,73,69,74
275,8,1,10,13,9,19,21,26,28,30,38,37,,36,35,55,51,48,47,52,75,74,64,62,63
276,1,5,4,8,6,27,26,29,17,24,37,41,,34,33,49,50,47,54,60,61,71,70,73,63
277,9,10,13,15,3,23,19,20,21,26,36,42,,33,34,50,48,46,60,57,75,66,74,73,62
278,8,13,2,1,6,20,22,19,18,28,37,45,,43,32,46,56,48,47,50,61,73,64,75,65
279,5,1,4,14,2,25,20,21,28,24,41,37,,33,35,59,48,52,60,51,66,62,71,69,70
280,3,14,4,10,11,23,21,27,19,30,33,34,,37,38,54,47,55,46,58,68,63,61,72,67
281,11,15,10,8,4,28,30,29,16,23,39,38,,40,36,58,59,52,47,46,70,75,68,62,73
282,14,3,10,1,6,21,17,30,16,24,33,36,,38,32,51,46,56,57,50,68,66,62,61,64
283,4,12,7,2,13,26,21,23,20,28,32,38,,34,43,48,51,58,53,55,75,73,70,68,61
284,9,6,7,15,12,22,18,17,26,29,38,44,,35,34,60,49,58,57,50,67,66,70,64,65
285,10,11,1,14,7,21,23,28,20,16,44,35,,39,31,48,56,46,55,52,66,72,70,74,64
286,4,8,9,12,15,30,29,23,28,24,32,38,,34,35,48,47,46,55,50,66,73,64,70,72
287,8,7,6,5,9,28,21,29,18,24,32,34,,39,45,55,50,51,56,59,65,75,71,62,68
288,1,8,2,11,13,27,26,25,19,17,44,40,,32,45,54,60,56,46,58,69,75,74,68,73
289,15,3,12,10,1,24,26,22,23,16,33,44,,31,36,59,53,50,57,47,74,64,63,67,72
290,3,14,2,4,7,30,19,22,16,21,44,38,,31,37,47,54,60,46,53,64,74,68,62,73
291,14,1,13,5,4,26,30,16,20,25,34,35,,33,31,52,60,46,49,53,68,65,69,67,66
292,12,9,8,10,11,16,28,20,23,17,42,39,,40,34,52,57,59,48,55,68,64,70,74,61
293,6,5,2,14,12,20,17,30,18,21,38,39,,43,33,52,49,54,47,55,70,62,63,74,68
294,11,8,9,15,6,18,17,21,30,27,45,34,,35,41,48,60,59,54,49,62,70,66,61,74
295,11,3,10,4,13,19,30,28,29,18,38,39,,36,44,60,55,52,56,49,74,72,68,69,61
296,8,3,15,7,14,18,21,20,29,24,36,32,,44,35,56,50,59,48,53,72,64,75,61,66
297,10,12,9,6,13,25,18,26,23,24,45,33,,36,32,57,59,60,58,48,61,69,70,71,75
298,5,7,15,6,3,21,20,17,18,19,39,38,,33,37,50,57,58,46,52,72,66,73,67,65
299,8,14,13,6,10,26,27,17,22,20,44,41,,39,36,56,49,60,50,57,65,61,62,75,66
300,2,8,4,6,14,19,27,22,16,25,38,43,,32,42,48,55,50,59,49,69,62,70,68,67
301,15,10,13,7,14,19,26,22,30,20,43,38,,42,40,54,59,57,46,47,75,65,63,70,68
302,9,13,5,1,3,23,20,24,25,16,45,40,,31,34,53,50,59,48,46,73,72,69,66,75
303,15,5,1,10,7,18,21,23,26,29,43,31,,33,42,50,52,58,46,48,67,71,68,64,65
304,3,1,7,14,15,24,29,25,22,18,37,44,,32,34,56,59,47,57,60,66,62,63,70,61
305,2,13,4,10,11,20,28,25,19,17,40,41,,36,38,48,54,46,56,58,64,75,71,61,66
306,10,11,5,3,1,27,22,20,21,19,33,41,,43,39,48,58,60,49,52,68,70,69,62,74
307,3,15,4,13,2,17,27,19,23,28,37,40,,39,38,59,57,50,52,49,74,64,66,61,65
308,14,5,1,13,6,28,21,17,16,22,34,40,,38,44,52,58,47,50,51,64,67,74,69,65
309,7,12,3,10,2,18,22,30,27,19,38,35,,41,37,56,49,51,53,60,70,66,75,61,73
310,11,15,10,2,13,20,29,27,19,17,42,34,,41,44,60,58,59,49,57,70,64,75,63,69
311,1,6,13,11,2,25,20,26,18,23,33,38,,40,34,51,54,53,52,46,64,62,71,74,75
312,1,7,6,9,3,18,27,19,21,29,32,45,,41,42,54,53,50,58,47,74,72,65,62,69
313,2,12,13,14,6,29,18,25,17,27,37,35,,31,32,49,46,60,51,53,71,66,72,63,75
314,5,14,15,10,11,27,30,29,28,26,38,44,,31,41,55,58,49,59,46,75,68,67,62,69
315,11,1,6,12,14,25,21,22,28,17,32,36,,33,34,47,49,57,48,51,68,62,71,61,66
316,11,7,3,5,12,26,25,17,28,27,36,32,,45,42,46,53,59,57,58,69,67,73,70,75
317,11,12,2,14,1,23,25,27,18,26,38,39,,36,42,58,49,46,50,55,68,71,62,74,63
318,14,8,12,9,6,20,27,25,21,24,31,35,,38,41,54,49,59,52,50,65,66,74,67,62
319,14,6,9,2,3,22,19,26,29,20,38,31,,35,33,58,57,55,52,59,67,70,72,65,64
320,15,4,6,11,7,28,25,16,17,30,43,42,,33,38,47,58,52,51,53,74,61,72,65,69
321,12,10,14,9,2,23,16,28,29,26,31,40,,44,37,51,57,48,50,56,63,72,75,74,65
322,10,9,1,7,14,22,29,18,24,26,32,43,,33,42,51,57,60,50,59,65,69,66,74,63
323,9,1,13,4,11,25,23,17,18,16,42,40,,37,39,51,54,52,46,55,61,63,64,75,68
324,2,10,6,4,5,20,27,21,26,18,38,40,,34,35,55,48,46,57,49,68,66,64,70,69
325,4,5,10,15,11,27,30,29,16,18,38,34,,31,32,52,47,60,46,56,73,71,74,67,69
326,2,14,8,6,3,18,16,27,24,17,34,39,,36,37,49,56,47,58,55,61,63,65,71,75
327,10,15,14,4,8,28,18,19,29,22,39,38,,34,45,57,54,53,48,56,61,72,67,63,62
328,11,10,3,1,7,21,27,18,17,16,44,36,,45,33,56,48,46,55,47,64,66,74,67,62
329,4,10,14,7,13,18,27,19,16,21,37,32,,44,38,57,60,51,50,53,63,62,69,73,68
330,7,15,2,5,4,18,22,21,29,19,39,44,,35,41,54,60,51,58,52,65,61,73,68,70
331,3,8,2,9,10,17,21,24,18,28,43,37,,45,40,60,56,46,48,52,69,67,68,63,72
332,6,2,7,12,5,25,18,30,23,26,33,38,,39,31,55,48,60,50,59,71,62,66,64,73
333,2,10,12,8,3,26,19,24,23,27,45,34,,43,33,52,56,54,60,46,67,72,74,68,65
334,6,9,7,15,10,30,16,27,25,21,45,31,,40,33,52,48,46,54,47,71,69,63,61,75
335,5,12,7,9,13,19,22,24,26,25,31,35,,45,32,56,55,53,54,46,75,62,63,70,64
336,4,6,11,14,1,24,16,26,25,29,32,42,,45,38,50,53,60,56,52,72,64,70,68,67
337,4,2,6,5,14,20,27,29,26,19,32,36,,39,37,60,52,49,59,56,69,61,64,68,72
338,12,10,5,4,7,30,22,27,23,25,36,44,,42,34,55,59,58,48,57,74,69,72,67,61
339,9,6,1,8,3,19,18,23,20,21,31,45,,36,43,56,46,51,48,52,68,65,70,64,72
340,3,15,5,6,7,19,30,16,17,22,33,45,,36,40,53,51,58,52,57,61,64,75,69,73
341,10,6,14,4,7,22,28,21,24,30,36,35,,44,41,48,60,54,47,46,62,63,61,74,72
342,5,10,9,12,2,23,17,27,21,28,39,41,,40,36,53,49,56,50,55,63,73,72,71,70
343,7,2,8,12,11,26,23,27,17,30,39,33,,40,45,53,59,46,58,47,67,70,71,73,61
344,8,12,6,14,7,19,23,25,24,20,43,34,,31,42,50,57,51,54,47,63,70,73,64,62
345,9,10,11,2,12,30,16,24,22,26,43,41,,44,31,51,47,54,49,52,63,67,73,61,74
346,2,13,5,10,7,27,24,22,28,23,36,44,,31,34,55,51,52,48,46,64,73,72,71,67
347,11,1,3,9,6,24,19,25,18,20,45,41,,34,43,54,57,47,48,46,72,68,75,71,67
348,9,13,8,12,3,24,16,21,29,20,36,45,,31,41,57,56,47,49,48,64,61,65,71,75
349,14,15,13,7,1,30,17,19,21,29,34,44,,41,45,46,55,51,59,47,75,65,63,61,62
350,9,4,5,10,15,30,17,24,16,29,31,45,,38,39,47,60,53,49,58,67,68,74,69,72
351,9,15,4,2,8,25,29,22,24,23,31,45,,42,41,46,48,60,52,57,61,66,72,71,65
352,11,12,9,4,6,28,29,24,27,25,38,43,,42,45,53,49,48,52,59,66,69,67,62,64
353,15,13,9,10,8,16,18,26,24,21,33,34,,41,44,54,53,50,51,57,64,65,69,66,63
354,1,6,4,2,12,22,21,28,24,23,36,41,,31,40,57,46,47,55,59,73,70,63,65,75
355,6,5,13,2,7,20,21,23,17,22,40,35,,32,34,49,55,57,60,50,75,63,72,68,74
356,9,13,11,1,4,20,19,30,24,27,40,31,,43,35,56,49,47,53,55,73,71,68,62,67
357,6,7,2,5,9,25,28,16,30,29,39,35,,43,31,46,53,49,50,58,73,74,63,68,61
358,3,1,5,15,4,17,19,21,27,23,34,31,,37,36,48,49,54,51,58,62,68,74,70,66
359,14,4,12,1,8,27,25,29,20,22,42,45,,35,38,48,60,46,51,59,65,69,61,64,75
360,1,4,5,6,11,16,17,26,20,24,37,42,,44,32,56,52,58,50,55,74,68,66,75,69
361,10,11,1,5,2,18,29,22,19,28,42,44,,43,37,53,59,50,58,52,69,68,67,75,61
362,13,7,4,9,10,23,30,19,17,18,42,41,,44,31,59,49,57,60,54,62,66,64,71,61
363,7,4,15,12,14,24,21,27,19,18,45,44,,35,40,59,46,50,53,49,62,61,69,75,73
364,12,7,5,14,6,20,26,16,28,22,37,44,,43,36,54,46,56,47,48,73,69,75,64,74
365,5,7,13,9,3,26,17,27,18,20,41,38,,42,32,55,48,56,59,52,74,73,68,62,75
366,15,11,3,7,10,23,25,22,28,18,38,42,,33,41,60,58,46,54,55,67,66,68,65,70
367,10,1,3,15,11,17,18,16,26,28,44,38,,39,31,54,48,55,60,49,62,66,64,73,69
368,5,8,9,2,3,30,29,16,17,18,43,39,,42,32,50,49,56,55,60,73,74,68,65,62
369,6,15,4,11,1,27,28,23,16,30,37,41,,38,40,54,52,60,58,59,62,73,72,71,61
370,8,3,11,10,14,27,29,22,30,18,40,36,,39,43,50,57,51,55,56,66,67,71,72,62
371,1,9,3,14,5,27,17,20,19,18,41,31,,40,35,55,50,47,56,54,72,62,67,73,70
372,15,13,4,11,3,22,29,20,26,17,43,40,,44,34,60,48,59,55,51,62,72,74,70,61
373,10,1,4,14,5,28,16,17,18,25,42,33,,39,35,48,49,53,57,50,69,74,61,65,71
374,6,13,10,4,8,19,27,16,26,20,31,44,,41,34,47,60,57,59,54,70,71,73,69,67
375,11,15,1,14,10,20,27,25,19,21,40,33,,31,43,59,57,53,58,50,62,71,67,72,74
376,14,9,6,8,11,22,27,16,20,28,37,45,,32,43,60,56,47,46,53,68,65,71,72,66
377,3,7,14,5,6,29,27,17,21,22,37,44,,33,41,58,57,56,47,50,67,69,64,73,74
378,13,5,1,8,12,29,27,16,25,30,40,42,,31,34,60,58,48,56,53,70,63,73,66,61
379,2,11,14,1,12,24,17,16,26,28,41,32,,40,45,47,49,52,60,46,62,63,67,64,66
380,1,7,13,8,4,27,24,25,28,20,34,32,,44,35,60,51,56,52,55,75,70,71,63,64
381,6,12,10,11,15,27,24,25,29,21,36,43,,41,38,60,55,56,53,50,65,68,69,61,70
382,14,8,13,12,11,23,20,17,21,29,38,40,,34,37,58,56,59,50,49,68,62,61,64,70
383,7,2,3,14,1,24,25,18,23,16,38,31,,39,35,51,52,59,50,46,67,63,61,62,73
384,3,8,13,9,6,17,27,19,25,16,33,41,,42,36,49,59,47,50,56,70,63,68,75,72
385,12,1,8,13,10,19,17,25,30,29,40,31,,41,32,56,52,49,60,55,61,72,65,71,68
386,15,4,12,9,13,26,22,24,23,27,38,44,,32,33,53,57,54,59,49,71,65,66,68,75
387,15,7,4,6,14,25,22,23,29,24,35,37,,45,33,60,48,49,53,57,69,75,71,67,64
388,10,8,11,6,7,28,23,25,17,20,41,35,,43,36,46,50,53,56,49,68,70,73,71,63
389,10,3,12,4,9,25,19,28,29,24,42,37,,32,44,52,50,54,57,46,66,64,74,63,73
390,9,6,5,13,4,17,28,23,16,24,32,42,,44,34,60,54,53,48,49,62,73,70,68,71
391,7,12,5,2,3,26,18,16,24,17,31,40,,45,43,49,52,56,51,57,67,65,68,69,64
392,6,10,3,15,4,17,30,26,23,18,40,37,,44,45,51,52,46,57,53,71,75,70,63,72
393,12,2,14,8,4,20,21,26,23,18,32,39,,35,34,53,49,51,47,55,62,65,66,70,61
394,6,1,10,9,4,22,26,20,24,18,42,33,,41,36,53,47,52,56,54,64,74,72,62,63
395,8,5,1,2,3,28,18,20,19,23,38,43,,42,40,50,60,48,53,49,70,62,63,69,75
396,13,5,7,1,10,27,22,23,28,26,44,34,,36,41,48,55,50,49,57,71,75,68,67,62
397,12,5,9,14,10,26,18,27,19,20,42,32,,31,34,59,60,53,50,51,74,68,70,61,67
398,12,1,11,15,4,20,17,19,29,18,45,34,,39,35,46,48,54,53,52,63,72,71,68,61
399,3,4,8,2,5,18,24,22,28,29,36,39,,37,43,57,55,53,48,52,72,61,63,62,64
400,11,10,4,6,14,16,26,25,30,23,41,45,,38,44,59,50,49,47,54,64,68,69,67,70
401,14,5,3,8,7,16,21,29,26,22,41,35,,45,38,56,54,60,49,59,65,72,73,74,70
402,13,6,2,5,12,28,27,21,26,19,44,41,,37,40,59,47,54,56,51,64,72,69,61,62
403,7,4,13,1,5,29,18,22,24,30,41,42,,31,36,57,56,51,54,46,66,73,62,72,65
404,14,10,1,6,11,29,26,16,25,18,39,42,,40,35,51,47,60,53,48,64,61,68,63,69
405,10,6,3,4,15,20,28,22,27,21,44,36,,32,43,60,48,53,51,57,63,70,74,65,66
406,3,4,9,14,10,21,18,26,27,23,37,40,,42,41,56,50,51,47,57,62,68,70,72,66
407,5,15,9,7,11,23,17,18,26,16,35,44,,37,42,54,59,56,50,60,66,69,64,75,67
408,13,11,12,7,1,27,19,21,23,17,37,44,,35,36,54,48,58,60,46,66,74,67,75,72
409,9,8,7,6,10,22,23,21,20,18,41,39,,31,38,50,60,51,57,58,72,65,69,64,73
410,10,7,11,3,12,25,30,23,20,19,40,35,,32,42,60,59,48,55,56,71,61,67,75,65
411,14,15,6,11,7,17,24,21,22,30,39,45,,41,42,49,58,53,59,46,67,75,70,66,68
412,2,9,11,5,3,29,25,23,20,18,36,34,,31,39,60,51,50,48,54,68,74,70,73,72
413,15,14,10,1,6,28,25,30,16,21,36,40,,34,39,58,47,54,46,51,73,75,69,61,71
414,2,5,7,15,10,18,28,16,22,21,40,33,,35,43,50,52,60,46,47,63,67,64,73,65
415,2,15,5,1,7,22,18,17,21,20,40,44,,31,32,47,58,59,60,51,67,68,65,70,75
416,1,3,12,6,5,21,23,20,24,29,31,33,,45,32,56,59,58,54,57,63,62,64,74,75
417,3,4,12,6,10,20,16,19,27,30,43,45,,32,33,58,53,55,57,51,68,65,61,72,70
418,2,4,3,15,10,19,25,22,20,26,41,31,,35,34,49,54,51,58,47,73,67,62,68,65
419,2,12,13,9,15,20,17,18,16,25,44,37,,39,45,58,49,50,51,57,69,67,70,68,72
420,13,7,2,8,1,21,24,20,30,25,41,38,,31,35,46,55,52,48,49,74,65,71,68,70
421,1,14,11,6,3,21,18,25,24,27,40,32,,43,41,56,51,52,58,49,73,62,70,71,66
422,4,13,11,1,14,29,20,26,28,16,44,33,,38,31,49,56,46,48,55,75,73,66,62,69
423,4,12,3,15,9,25,24,21,17,19,44,34,,45,37,51,55,49,48,47,63,75,71,72,67
424,2,13,3,6,7,24,17,20,30,19,44,36,,37,31,56,57,51,54,53,66,74,75,72,61
425,8,4,1,9,13,22,27,16,23,24,38,40,,32,37,55,58,51,56,54,65,62,75,69,73
426,6,7,8,14,10,18,29,25,30,28,41,42,,39,40,59,47,48,56,46,73,67,69,68,61
427,14,5,6,13,4,29,26,21,23,16,45,40,,37,34,47,59,60,57,46,61,74,65,66,73
428,6,8,2,3,11,16,18,25,24,29,44,36,,40,45,48,53,52,49,50,68,72,66,75,73
429,13,10,12,2,8,28,16,26,17,25,31,39,,33,43,46,55,50,53,47,62,72,73,70,63
430,8,6,10,12,11,26,29,22,16,30,45,36,,44,42,54,53,56,51,52,71,75,73,61,64
431,11,9,5,15,8,22,24,27,18,26,34,35,,37,36,51,47,54,56,59,72,70,68,66,75
432,8,12,15,10,2,20,24,19,22,25,37,45,,39,33,54,51,48,53,52,71,69,72,62,61
433,5,8,7,2,9,20,19,30,28,22,41,35,,38,32,59,50,53,49,51,71,65,63,73,75
434,3,11,14,1,12,18,24,28,30,23,45,40,,35,39,55,57,47,54,59,73,67,72,65,70
435,10,6,5,1,3,20,29,30,21,22,31,44,,32,45,59,50,56,52,47,64,68,74,72,73
436,9,12,6,1,13,29,27,23,18,24,44,41,,45,34,49,47,59,58,60,63,64,72,74,65
437,4,5,1,10,13,16,25,26,24,23,43,39,,35,32,51,53,52,50,48,64,61,67,70,66
438,7,9,13,5,15,20,25,28,21,24,45,33,,31,32,54,51,55,58,48,74,63,73,64,67
439,9,2,6,14,5,20,26,23,29,22,36,34,,38,32,60,51,55,57,53,61,68,62,64,72
440,7,11,2,13,3,25,22,16,19,29,44,31,,42,32,48,58,57,46,50,67,66,71,65,63
441,12,13,11,15,6,30,16,17,22,24,38,44,,36,33,55,50,56,46,59,61,66,69,73,62
442,4,12,6,9,11,26,29,21,17,23,33,39,,41,36,55,48,50,49,59,68,67,61,62,69
443,2,4,15,7,8,23,22,26,18,24,40,41,,37,36,60,46,52,47,57,74,62,73,68,63
444,6,14,8,11,7,18,24,21,29,28,41,36,,35,39,53,49,55,51,58,63,73,70,74,71
445,6,2,7,10,13,28,19,29,18,24,35,41,,45,31,52,58,46,54,47,63,72,73,61,69
446,11,15,3,14,8,24,22,27,26,28,32,35,,34,38,49,54,59,56,50,72,74,68,75,70
447,12,5,1,11,4,25,26,28,16,24,34,41,,45,40,51,57,47,56,58,62,74,65,61,70
448,14,4,2,12,15,28,23,21,17,19,37,41,,35,38,47,54,57,46,50,70,67,64,72,73
449,11,3,10,8,4,27,20,24,30,19,37,39,,33,43,51,56,54,59,60,69,71,67,70,66
450,7,5,3,1,15,21,26,25,17,22,35,45,,41,37,53,57,52,58,56,68,70,75,72,69
451,4,12,3,13,5,20,24,27,23,18,40,33,,38,31,52,51,46,54,58,62,65,75,61,71
452,7,11,6,8,5,27,25,30,18,24,44,39,,33,37,58,46,51,59,54,75,63,66,64,61
453,11,8,10,13,2,17,27,23,20,18,40,41,,45,39,53,54,58,52,47,70,71,62,73,66
454,12,4,8,11,6,21,24,30,22,17,43,41,,38,36,46,47,55,48,49,67,61,64,70,72
455,5,6,9,8,15,20,29,27,28,23,43,34,,37,33,54,55,56,59,52,75,72,71,68,62
456,9,2,11,1,3,19,29,20,21,18,39,35,,42,32,50,47,52,51,54,71,69,70,63,65
457,6,15,12,8,7,25,23,20,21,18,34,36,,31,41,50,48,49,53,57,70,74,61,63,62
458,9,1,6,2,13,25,23,26,20,17,33,44,,41,36,60,59,47,53,48,72,67,61,62,74
459,5,13,10,9,11,26,17,20,29,30,39,43,,44,41,54,58,51,50,48,75,70,74,71,63
460,11,14,5,8,13,19,21,16,17,18,44,39,,37,43,49,50,58,53,46,61,74,70,63,69
461,11,8,6,3,1,16,28,20,22,29,40,41,,35,45,47,52,56,48,54,72,74,71,65,63
462,15,4,9,1,11,28,16,27,18,20,37,34,,38,31,59,51,54,58,46,61,62,75,65,64
463,11,9,12,6,8,23,27,29,22,19,44,39,,43,40,58,56,52,55,46,67,61,71,66,68
464,1,3,12,10,15,16,30,29,22,17,34,41,,32,35,48,60,52,59,50,71,73,64,72,69
465,10,12,15,3,1,23,22,24,27,29,41,35,,42,39,60,59,50,54,51,73,67,64,70,72
466,2,7,4,10,11,30,23,19,18,26,37,34,,45,35,60,59,52,47,50,68,73,69,67,66
467,9,15,11,14,4,26,30,16,24,27,34,38,,44,40,59,51,57,49,46,65,75,71,69,64
468,2,14,8,3,4,17,18,23,28,22,40,31,,45,41,53,57,55,56,60,62,69,70,64,68
469,10,9,4,11,12,22,24,23,17,30,36,40,,41,45,56,59,60,53,47,61,66,67,69,71
470,1,7,11,14,13,19,30,25,28,26,34,41,,31,39,60,52,47,58,46,65,67,75,63,61
471,14,9,3,1,6,29,24,23,26,21,45,33,,31,32,59,46,48,51,47,72,71,61,65,63
472,11,6,15,4,14,30,28,22,19,25,42,43,,45,34,48,59,51,55,54,64,62,66,68,61
473,10,9,6,4,13,29,18,19,27,23,40,34,,44,43,58,47,48,49,46,62,68,69,75,64
474,1,14,15,6,4,26,21,22,18,25,45,31,,38,37,59,60,55,54,57,61,64,73,69,65
475,6,15,12,14,9,29,18,25,19,28,40,45,,35,32,56,53,46,51,54,67,71,72,63,61
476,13,15,12,4,3,21,17,24,30,26,39,35,,42,31,48,54,59,60,50,67,64,72,71,74
477,12,1,8,7,5,21,25,27,29,28,31,42,,32,43,48,56,50,59,49,64,63,71,65,72
478,6,11,13,4,1,30,16,29,17,19,45,32,,35,31,46,47,52,50,60,75,65,62,69,73
479,1,10,2,15,12,20,18,17,16,21,39,36,,31,41,52,55,47,60,59,72,71,64,66,67
480,3,14,4,10,12,16,23,24,17,29,31,42,,41,37,56,49,54,60,57,74,70,71,66,67
481,6,8,15,14,1,23,24,17,22,25,38,40,,33,41,48,60,53,56,49,61,64,62,63,74
482,8,11,10,6,1,28,17,27,23,21,34,39,,41,35,51,53,48,50,59,62,68,65,74,70
483,8,5,7,14,1,21,19,26,22,27,32,36,,37,38,59,58,47,55,60,69,62,71,63,61
484,10,11,7,2,6,27,25,22,26,18,43,42,,35,33,55,56,60,47,52,64,74,61,72,69
485,2,15,6,14,5,16,23,27,25,22,41,36,,33,43,57,60,46,56,53,72,67,75,69,70
486,10,11,7,1,13,22,17,27,26,25,41,36,,34,33,47,51,54,60,55,74,65,67,68,62
487,8,14,12,2,10,18,19,26,27,21,35,33,,41,32,46,56,55,49,58,72,64,70,71,66
488,11,12,5,3,4,20,25,27,30,22,39,41,,35,32,59,46,54,56,60,75,67,72,68,66
489,14,3,12,5,6,30,25,20,18,17,34,32,,44,45,48,59,50,58,53,65,69,72,74,75
490,13,2,8,6,9,28,16,27,30,26,38,41,,36,31,59,51,52,58,49,62,63,71,73,65
491,15,5,12,10,6,28,19,25,22,18,43,45,,34,44,56,52,47,60,48,75,71,70,63,74
492,10,15,14,8,9,22,28,25,20,19,34,40,,41,38,55,57,54,56,46,62,68,63,69,71
493,13,3,10,2,8,19,25,16,20,18,32,35,,34,44,56,55,46,51,49,64,69,72,70,63
494,8,3,2,1,12,29,25,18,27,16,35,34,,37,44,46,60,47,49,51,63,70,65,69,61
495,5,14,13,12,7,28,16,18,29,27,45,35,,41,44,58,51,53,54,50,75,61,65,63,68
496,8,14,5,1,13,18,21,30,20,19,43,37,,35,38,54,59,56,46,47,75,66,69,61,73
497,2,3,13,12,1,23,21,19,22,17,37,44,,31,42,48,47,52,49,59,68,74,67,66,62
498,13,15,11,3,5,29,24,28,18,23,39,44,,37,41,57,53,55,48,52,69,62,66,64,72
499,8,14,3,12,15,19,28,16,26,17,45,36,,37,41,47,49,56,57,50,64,63,75,66,62
500,2,15,3,4,14,26,28,21,19,18,37,40,,33,38,46,50,59,54,56,64,65,63,74,68
501,9,5,14,1,15,20,22,19,23,21,31,33,,36,35,57,53,55,52,51,71,68,74,73,67
502,5,14,15,13,7,26,18,19,20,25,37,38,,36,34,46,53,57,48,52,62,70,64,67,68
503,4,11,8,14,3,28,22,24,23,18,45,32,,40,33,54,56,51,50,57,71,63,70,74,69
504,3,7,5,12,2,19,21,23,20,26,38,45,,42,35,51,57,47,53,52,64,68,63,62,69
505,9,3,13,14,1,17,30,24,26,20,36,31,,33,34,53,56,59,55,58,73,70,74,63,61
506,3,8,12,5,6,20,23,22,27,24,35,44,,42,37,47,56,59,46,48,65,61,73,67,71
507,12,10,9,2,6,24,21,16,17,20,33,31,,42,43,58,56,60,46,48,62,71,73,69,65
508,14,10,5,11,6,21,27,28,29,26,42,34,,33,43,56,48,60,55,53,74,69,71,73,65
509,10,5,8,4,15,22,29,28,26,21,34,32,,38,35,55,53,57,48,56,61,70,71,74,67
510,12,7,5,3,11,19,22,28,17,25,34,45,,42,36,58,50,53,59,55,67,72,64,71,65
511,5,7,1,10,4,18,17,22,19,23,31,34,,40,43,57,58,52,47,60,68,71,64,65,70
512,3,8,12,9,14,27,29,26,16,21,34,41,,40,35,57,55,49,46,58,61,68,65,71,72
513,11,10,14,5,2,19,28,22,27,16,32,34,,31,41,48,52,60,58,56,70,63,68,72,61
514,11,10,6,7,8,18,29,23,19,21,36,39,,41,35,53,46,58,48,49,66,73,72,71,65
515,12,3,9,7,4,16,20,27,25,30,39,45,,36,35,60,55,54,50,51,65,71,70,74,75
516,7,11,12,6,13,26,22,20,16,18,31,33,,36,35,57,59,53,55,58,72,66,75,68,73
517,12,13,15,7,6,18,16,17,28,23,38,45,,33,32,60,55,58,57,48,66,70,72,71,63
518,14,1,7,4,11,29,20,25,27,16,42,45,,44,38,49,58,52,54,57,74,66,65,68,61
519,14,9,6,3,4,23,22,30,28,21,37,44,,39,34,55,60,47,49,54,64,65,66,61,72
520,9,8,3,14,4,21,26,17,27,22,39,44,,33,43,47,53,51,49,58,68,75,65,70,71
521,4,15,14,2,9,30,25,26,17,16,34,43,,38,31,58,48,53,57,50,69,61,62,73,63
522,9,14,13,4,6,24,17,30,18,26,44,31,,39,42,46,53,51,52,49,73,67,69,64,71
523,12,15,7,14,13,18,24,29,23,26,39,41,,34,42,59,55,53,47,50,65,69,71,68,70
524,2,14,5,13,1,27,24,25,19,29,34,45,,40,31,49,53,57,59,46,63,75,65,66,67
525,14,10,4,13,6,18,29,28,25,27,31,41,,37,40,59,52,50,55,56,74,75,69,70,63
526,14,5,11,3,13,19,22,28,23,24,37,31,,45,39,46,60,58,57,52,61,66,67,71,62
527,15,5,6,11,13,18,24,21,19,22,35,34,,44,33,52,46,48,47,50,67,73,70,66,75
528,1,15,6,10,12,26,21,18,30,23,35,38,,34,31,50,58,59,48,55,73,72,61,64,65
529,8,15,4,1,3,23,27,28,19,18,35,39,,33,43,46,55,47,49,54,74,65,61,63,64
530,10,5,2,13,9,28,23,20,29,30,38,42,,36,37,48,55,47,54,51,70,64,61,73,66
531,4,9,12,14,5,20,26,22,21,24,42,35,,37,33,51,53,48,60,47,61,62,75,73,64
532,1,11,9,6,3,21,23,20,28,26,41,37,,39,38,53,49,48,50,46,66,75,62,70,67
533,2,15,14,10,11,21,27,20,16,19,39,38,,36,34,46,59,57,56,49,72,70,68,64,67
534,1,8,15,14,6,16,20,19,29,24,36,40,,32,43,59,46,47,48,51,65,72,68,63,64
535,14,15,2,8,6,27,16,22,26,23,32,40,,42,34,56,60,50,46,55,73,70,75,71,66
536,2,8,4,3,12,30,20,24,21,23,39,44,,40,42,47,50,59,54,60,61,73,71,70,65
537,6,3,15,8,11,28,26,24,18,16,37,35,,34,39,53,52,55,60,59,66,71,62,64,75
538,6,5,1,14,2,17,16,20,25,28,45,35,,33,32,55,57,59,52,51,67,64,61,63,74
539,4,13,8,1,10,26,30,25,22,20,41,38,,45,37,54,56,47,53,48,68,64,61,66,67
540,13,4,6,3,15,22,20,29,26,18,39,32,,31,43,46,50,59,47,49,63,72,62,65,61
541,14,4,9,6,5,29,21,20,27,22,45,33,,39,31,49,57,48,50,54,65,73,61,72,71
542,1,9,7,4,10,16,23,17,30,28,43,32,,41,38,52,57,48,59,58,64,75,65,73,70
543,7,1,3,12,9,23,29,25,20,18,31,35,,34,33,49,53,58,48,52,67,69,70,62,64
